,Index,Model
0,2005-05-30,9.307504888199465e-10
1,2005-05-31,1.9977323490395434e-09
2,2005-06-01,3.31665924507091e-09
3,2005-06-02,4.863803466012064e-09
4,2005-06-03,6.130976859172183e-09
5,2005-06-04,6.7645635557522425e-09
6,2005-06-05,7.081356904042272e-09
7,2005-06-06,7.239753578187287e-09
8,2005-06-07,7.3189519152597945e-09
9,2005-06-08,8.888419290210324e-09
10,2005-06-09,1.6197155508134154e-08
11,2005-06-10,6.607444898598078e-08
12,2005-06-11,2.725773051517272e-07
13,2005-06-12,8.157666002736093e-07
14,2005-06-13,1.9832867916332086e-06
15,2005-06-14,3.436516537184242e-06
16,2005-06-15,4.1631314099597585e-06
17,2005-06-16,4.526438846347517e-06
18,2005-06-17,4.556096349352941e-05
19,2005-06-18,0.0004052643619752122
20,2005-06-19,0.002029976869942571
21,2005-06-20,0.007412307115556657
22,2005-06-21,0.01940928325184025
23,2005-06-22,0.03861995713719549
24,2005-06-23,0.061486409614894044
25,2005-06-24,0.08570015314483062
26,2005-06-25,0.11017970591750816
27,2005-06-26,0.13584680163672347
28,2005-06-27,0.16364945861329386
29,2005-06-28,0.19205056451554603
30,2005-06-29,0.2205683693282463
31,2005-06-30,0.25152939971500493
32,2005-07-01,0.28305625200413803
33,2005-07-02,0.31245108618855394
34,2005-07-03,0.33834227060282634
35,2005-07-04,0.3603593791250569
36,2005-07-05,0.3792017023267228
37,2005-07-06,0.39514018848164745
38,2005-07-07,0.4081032587070994
39,2005-07-08,0.41859412861992257
40,2005-07-09,0.4267051323045969
41,2005-07-10,0.4325677655900615
42,2005-07-11,0.4367044777230214
43,2005-07-12,0.4397588438520727
44,2005-07-13,0.44241585691196966
45,2005-07-14,0.44419567754514255
46,2005-07-15,0.44552847419268715
47,2005-07-16,0.4468072812946501
48,2005-07-17,0.4480787223961589
49,2005-07-18,0.44920039748211693
50,2005-07-19,0.45048075299278667
51,2005-07-20,0.45178979277366993
52,2005-07-21,0.4528632076000723
53,2005-07-22,0.45372568356069665
54,2005-07-23,0.4544949348582004
55,2005-07-24,0.4551184541184735
56,2005-07-25,0.45561540139525986
57,2005-07-26,0.4560657214222128
58,2005-07-27,0.456504036647671
59,2005-07-28,0.4568883584118819
60,2005-07-29,0.45721802325454924
61,2005-07-30,0.45750433827700177
62,2005-07-31,0.4577526024869954
63,2005-08-01,0.4579579478227038
64,2005-08-02,0.4581193317532655
65,2005-08-03,0.45824151905593496
66,2005-08-04,0.45833061558721433
67,2005-08-05,0.45840033203740554
68,2005-08-06,0.4584643818358532
69,2005-08-07,0.45852708470545456
70,2005-08-08,0.458585923834318
71,2005-08-09,0.4586482385085643
72,2005-08-10,0.45872113150814625
73,2005-08-11,0.4588666218275796
74,2005-08-12,0.45917959638937483
75,2005-08-13,0.4598674950844337
76,2005-08-14,0.46124866450287944
77,2005-08-15,0.4637684285123771
78,2005-08-16,0.4682320439343687
79,2005-08-17,0.47538622860498275
80,2005-08-18,0.4855599848998654
81,2005-08-19,0.49861129229387957
82,2005-08-20,0.5142515023715893
83,2005-08-21,0.5330112869660977
84,2005-08-22,0.5560471201894349
85,2005-08-23,0.5825250493105377
86,2005-08-24,0.6096408551580781
87,2005-08-25,0.6357263843281363
88,2005-08-26,0.6596840259449525
89,2005-08-27,0.6891912213021136
90,2005-08-28,0.7203254028119805
91,2005-08-29,0.7492504830343886
92,2005-08-30,0.7763598902016443
93,2005-08-31,0.8021834969957704
94,2005-09-01,0.8271886560683702
95,2005-09-02,0.8506142519171743
96,2005-09-03,0.8716356984923508
97,2005-09-04,0.8899377370238335
98,2005-09-05,0.9058379572760041
99,2005-09-06,0.9194169497729097
100,2005-09-07,0.9301053979373528
101,2005-09-08,0.9377715350307856
102,2005-09-09,0.9436411327181359
103,2005-09-10,0.9492898440737544
104,2005-09-11,0.9548605635449493
105,2005-09-12,0.9602508982165958
106,2005-09-13,0.9653799769905062
107,2005-09-14,0.9697844465941953
108,2005-09-15,0.9734370301572132
109,2005-09-16,0.97674138609841
110,2005-09-17,0.9797395983637787
111,2005-09-18,0.9823686327142326
112,2005-09-19,0.9846477206585724
113,2005-09-20,0.9866059394240371
114,2005-09-21,0.9882181655250976
115,2005-09-22,0.9894925641175134
116,2005-09-23,0.990679626907983
117,2005-09-24,0.9916471980919966
118,2005-09-25,0.9925003530701582
119,2005-09-26,0.9933668712064756
120,2005-09-27,0.9941809250268389
121,2005-09-28,0.9949231795806329
122,2005-09-29,0.9955948769410797
123,2005-09-30,0.9960577436775787
124,2005-10-01,0.9962891770458282
125,2005-10-02,0.996404893729953
126,2005-10-03,0.9967040189098209
127,2005-10-04,0.9971357512227887
128,2005-10-05,0.9975942804934774
129,2005-10-06,0.9979509182348199
130,2005-10-07,0.9982745680300634
131,2005-10-08,0.9985939497690876
132,2005-10-09,0.9989036618780535
133,2005-10-10,0.999186923553962
134,2005-10-11,0.9994357039676337
135,2005-10-12,0.999649194646525
136,2005-10-13,0.9997559399859706
137,2005-10-14,0.9998677822082179
138,2005-10-15,1.0
