,Index,Model
0,2004-05-30,0.02704910577059946
1,2004-05-31,0.05593299121554866
2,2004-06-01,0.08454671699412131
3,2004-06-02,0.11411532803964931
4,2004-06-03,0.1433960694888136
5,2004-06-04,0.17121617424198915
6,2004-06-05,0.1960795614239651
7,2004-06-06,0.21534256706470548
8,2004-06-07,0.22666266837344773
9,2004-06-08,0.23123214388390967
10,2004-06-09,0.24023531367370485
11,2004-06-10,0.2510102739371768
12,2004-06-11,0.2616230998983074
13,2004-06-12,0.2707151091125544
14,2004-06-13,0.2779475032904925
15,2004-06-14,0.2834435551338841
16,2004-06-15,0.28788655336116076
17,2004-06-16,0.2917319508534755
18,2004-06-17,0.2949353986043765
19,2004-06-18,0.2975230458822404
20,2004-06-19,0.29957488966562124
21,2004-06-20,0.30119185140344423
22,2004-06-21,0.3024699113625595
23,2004-06-22,0.3034760865527111
24,2004-06-23,0.3042775109825111
25,2004-06-24,0.30491467025269453
26,2004-06-25,0.3054229646829231
27,2004-06-26,0.3058202825410571
28,2004-06-27,0.3061366515441096
29,2004-06-28,0.3063913719151554
30,2004-06-29,0.3065919687387533
31,2004-06-30,0.3067498357016295
32,2004-07-01,0.3068736727501087
33,2004-07-02,0.3069685285444312
34,2004-07-03,0.30703953167511394
35,2004-07-04,0.30709021073247794
36,2004-07-05,0.3071273565924893
37,2004-07-06,0.30715963054294226
38,2004-07-07,0.3071883116672884
39,2004-07-08,0.3072125845152573
40,2004-07-09,0.3072324047484807
41,2004-07-10,0.3072478095614851
42,2004-07-11,0.30725957394388065
43,2004-07-12,0.3072687259886755
44,2004-07-13,0.3072760385959837
45,2004-07-14,0.3072817348636636
46,2004-07-15,0.30728633055138305
47,2004-07-16,0.3072902964169356
48,2004-07-17,0.3072942471626087
49,2004-07-18,0.3072995534037389
50,2004-07-19,0.30730857257419686
51,2004-07-20,0.30732652452266557
52,2004-07-21,0.30736491403799804
53,2004-07-22,0.3074811606362115
54,2004-07-23,0.30773848716527324
55,2004-07-24,0.30829176067502917
56,2004-07-25,0.3096262548413481
57,2004-07-26,0.31254548158189366
58,2004-07-27,0.3181168802402552
59,2004-07-28,0.32773552712169646
60,2004-07-29,0.3416307668365956
61,2004-07-30,0.3609030131454288
62,2004-07-31,0.384483644667732
63,2004-08-01,0.41135012312994473
64,2004-08-02,0.43955232042431863
65,2004-08-03,0.4674614168834858
66,2004-08-04,0.4946390802104324
67,2004-08-05,0.5203798842518784
68,2004-08-06,0.5419090501614687
69,2004-08-07,0.5587112900462928
70,2004-08-08,0.5720115460747651
71,2004-08-09,0.5839193667121756
72,2004-08-10,0.5905004114787369
73,2004-08-11,0.5999253409577318
74,2004-08-12,0.610881291031732
75,2004-08-13,0.6247043299374242
76,2004-08-14,0.6395293376284849
77,2004-08-15,0.653014011681226
78,2004-08-16,0.6641228310554912
79,2004-08-17,0.6730142621545737
80,2004-08-18,0.6802322040400057
81,2004-08-19,0.6867748809317086
82,2004-08-20,0.6928244889105557
83,2004-08-21,0.6984045224497315
84,2004-08-22,0.7032920521964591
85,2004-08-23,0.7074833085488107
86,2004-08-24,0.7109889545548403
87,2004-08-25,0.7138731015402419
88,2004-08-26,0.7162503002246496
89,2004-08-27,0.7180164978307751
90,2004-08-28,0.7193417959436491
91,2004-08-29,0.7204019304034893
92,2004-08-30,0.7213077972184643
93,2004-08-31,0.7221021317750622
94,2004-09-01,0.7228643811224074
95,2004-09-02,0.723524244443674
96,2004-09-03,0.7240827862303144
97,2004-09-04,0.7245200405721604
98,2004-09-05,0.7248514911512131
99,2004-09-06,0.7250993682934112
100,2004-09-07,0.7252946851211898
101,2004-09-08,0.7254595234475242
102,2004-09-09,0.7256034663630747
103,2004-09-10,0.7257237872703853
104,2004-09-11,0.725843322572562
105,2004-09-12,0.7259502998142253
106,2004-09-13,0.7260417870140295
107,2004-09-14,0.7261192730153602
108,2004-09-15,0.7261905530483149
109,2004-09-16,0.7262744413921368
110,2004-09-17,0.7263163855640478
111,2004-09-18,0.7263373576500033
112,2004-09-19,0.7263478436929811
113,2004-09-20,0.7269053856305548
114,2004-09-21,0.7282984215403215
115,2004-09-22,0.7306659288052363
116,2004-09-23,0.7341783553578093
117,2004-09-24,0.7390434668757258
118,2004-09-25,0.7451196239795173
119,2004-09-26,0.7517574257975326
120,2004-09-27,0.757861392624087
121,2004-09-28,0.7631126392861892
122,2004-09-29,0.7685566686805015
123,2004-09-30,0.7757320455913815
124,2004-10-01,0.7856262882049344
125,2004-10-02,0.798249424622303
126,2004-10-03,0.8132435488917825
127,2004-10-04,0.8302856723092861
128,2004-10-05,0.8486371994534424
129,2004-10-06,0.8672309846042565
130,2004-10-07,0.885110650896623
131,2004-10-08,0.8984892220702583
132,2004-10-09,0.9114720886467741
133,2004-10-10,0.9253912815454347
134,2004-10-11,0.9414302279025107
135,2004-10-12,0.9575936725561901
136,2004-10-13,0.9733417954275713
137,2004-10-14,0.9877986709136974
138,2004-10-15,1.0
